UMAP_X,UMAP_Y,Texte,Note_Vraie,Note_Predite,Genre
6.008725,6.6519604,"Matilda by Roald Dahl is about a small, sweet girl who is a genius. She deals with over-exaggerated bullies in her parents and the headmistress of her school. Her father is a used car salesman who thinks females are dumb and only useful in the kitchen. Her mother believes a girl should focus on being pretty to catch a man. Both her parents love TV and hate books. While the headmistress is a giant of a bully, Matilda finds a confidant in her teacher Miss Jennifer Honey.The plot is slow-moving and I think ends rather abruptly but overall it was ok and slightly amusing. Some reviewers complained the adults were too idiotic and overly abusive. In my own experience this is typical of British literature. Yes, the characters tend to be one-dimensional, but this is a children's book published several years ago. For those who complained it was unbelievable--it is a fantasy, it's not meant to be believable.This won't make my list of favorites but I would still consider it a contender for classic in British children's literature.",3.0,2.7934494,Inconnu
4.064517,7.439913,"I loved the lampooning Wolfe did of the 1980s New York society life. It's hard for someone like me to imagine going broke on one million dollars a year, but it appears that in New York high society, it's very possible. The descriptions of the society matrons and trophy wives were hilarious -- that was pretty much my favorite part of the book. Although I enjoyed most of the character depiction, there were parts where the book really dragged. I hate it when I have to force myself to read the whole chapter and not skip pages because I'm afraid of missing something. All in all, a good book, but the endless depictions of New York City life and surroundings were a little much. In the end, I could have skipped not only pages, but whole chapters, because the outcome was nothing out of the ordinary.",3.0,3.3858519,Fiction
13.863231,7.3701344,"Peltier is so far from the truth, it is time to quit lieing and tell the truth.Yes, supposibly he was beat up. Are they starving him, NO you can tell by his weight. Does he have trouble opening his mouth to talk or eat,Hardly, watch his video interviews.Is he guilty, YES, he was caught with a rifle and a pistol that belong to the agent.I recommend that if people buy this book, they also buy American Indian Mafia by, Joseph and John Trimbach.",1.0,1.6394961,Biography & Autobiography
7.625825,6.9786205,"This book covers some concepts that at face value and first read - especially people like me who are not economists - seem quite enlightening. But the more you read, the more you have to question how it seems that the view he presents is a seemingly simplistic solution to what is in reality a complex problem. One of the reviews on here talked about how it is not ""infrastructure"" that is key to solving the problems, but rather an access to market. I'd have to agree. Companies are not flocking to sub-Saharan Africa to utilize the labor there. Companies are moving to China and India. This is not a simple matter of infrastructure, but a matter of economic policy and much more.The book points to some villages in rural Africa where things appear to be improving - a choice village or two where Jeffrey Sachs and the Earth Institute at Columbia pour in their resources (these are subsequently called Millennium Villages to coincide with the Millennium Development Goals) - and it makes you think that he might possibly be making some sense. However, what about generalization to a whole country? Of course if you take all your resources, all the scientific knowledge accessible to you from the Earth Institute, and then some, and pour these into a village, what village will not transform? But is it sustainable? Is it generalizable to the whole country? Change needs to occur at the policy/governmental level concurrently, in order for real success and improvement.While this book may be interesting, it is important to remember that it is not THE way; it is A way, and along with it, it has its flaws. Ask some other economist what they think - I did, and got an earful. The opinion was that Jeffrey Sachs is just recycling his ideas that he used decades back during the 80s, and that to counter this viewpoint, I must read William Easterly. I'm sure there are others out there to read. But again, one good read does not solve all the world's ills. If you don't have access to an economist, read ALL the reviews on here because there are some other points that need to be considered. And I don't appreciate the impression I get that ideas for solving poverty in places like sub-Saharan Africa comes from a simplistic seemingly-enlightened Westernized view of ""this is what is wrong with Africa"".",2.0,2.7068942,Business & Economics
3.436124,7.1781173,"The cold war era produced a lot of fiction that explored the corrupting influence of power and the rising threat of totalitarian governments, warning us that no society was immune. But while authors like George Orwell were more interested in the machinery of totalitarian governments, how they rise to power and how they maintain control, Golding was more interested in humanity, the flaws of human nature and how quickly we can revert to savagery.Golding wasn't the first author to explore the concept of mob mentality or the savage nature of man, but he was the first to illustrate it so chillingly with a group of British school boys.I have one small complaint about the novel. Golding never offers a satisfactory explanation about how these boys end up on the island. The novel provides only a vague explanation regarding a plane that was shot down. Golding never explains where the boys were going when the plane was attacked, why there were no adults with them except the pilots, why so few of them knew one another, why they were initially scattered all over the island, and so on. The reality is that in order for Golding to conduct his literary social experiment he needed the boys to be on the island with no apparent chance of rescue, and with no adult presence. It was also critical that the majority of boys not know each other, that they be of various ages, and that they initially be separated from one another so that they can come together and form a new society. Because there was no plausible back story to explain all this, I was never fully convinced that Lord of the Flies was something more than a contrived social experiment.That said it's a fascinating social experiment. While contrived, Lord of the Flies is a compelling novel, an exciting adventure story and a powerful morality tale. The novel is extraordinarily well written with descriptive prose that brings the sights, sounds, and smells of the island to life.Lord of the Flies is a disturbing tale that reminds us that civility is an artificial state and very fragile indeed (At least for humans with a Y chromosome). Had the island been inhabited by a group of school girls I don't suppose it would have been necessary for one of the girls to issue the cryptic, sinister warning that someone had ""sharpened a stick at both ends.""I highly recommed this novel. It's worth reading, even if Jr. High School is just a distant memory.",4.0,3.6116495,Fiction
3.6827297,7.4121904,I think that Howard Fast's April Morning was very well writen and that if anyone who has the chance should read this book. The book was a rude awaking for what happen on that day and it tells us all what was going through the minds of everyone. In our history books it is just boing fact after boring fact but in this but it is kind of like a fun history lesson. The book was boring at first but once you got to know the characters it started to get interresting. I personally liked young Adam Cooper the best because when it came down to it he did what had to be done to stay alive. And anyone can respect that. April Morning was one of the only books that I have read cover to cover because i was interested with it. I think if you are stuck between reading this book or another one you should diffently read this books.,4.0,3.573117,Inconnu
6.246454,7.2892246,"A great book, an unreserved 4 stars.On the ""difficult read"" point many reviewers keep in raising. I've always held the opinion that when writing use the simplest and clearest language of conveying your ideas - so do not use uncommonly used or difficult world when they can be avoided. I've always associated an author who uses difficult words as an intellectual snob.In this regard the 2nd Chronicle is a lot worse that the 1st, it seems like Donaldson has swallowed a thesaurus.Just for the amusement of all here are a few Donaldson classics:Why use ""Celerity"" when you could use ""Speed"".Why use ""Mien"" when you could use ""Expression"".Why use ""Filigree"" when you could use ""Delicate Pattern""And...Why the use ""Tintinnabulation"" when you could use ""ringing of bells""!?!",4.0,3.0743113,Fiction
-1.7757959,8.598179,"THE SIMPLE TOUCH OF FATE; HOW THE HAND OF FATE TOUCHED OUR LIVES FOREVER, is a collection of many short stories. It is a well-written compilation that will entertain and warm the hearts of readers. Whether you are a believer in fate or think that random happenings are merely a simple set of circumstances, this book will capture your interest and give you plenty of food for thought.We have all heard a story or two about someone being in the right place (or wrong place) at a specific time that resulted in circumstances that altered a life forever. Do you believe that we get a &quot;nudge&quot; to go in a certain direction? If you do, you will love this book. If you don't, I can guarantee that you will be a believer of fate by the time you are done reading. The stories are written in a short, easy to read style. There are stories from different generations, during different wars, tales of people narrowly escaping death, and stories about the course of a life being changed by a split second decision. There is a narrative account of a man that escaped the horror of 9/11. There are stories about birth and death. Those are just a few of the descriptive, anecdotal pieces you will find in this book. The co-editors, to be truthful and accurate, have verified each story.I found it to be very interesting and had a hard time putting this one down. The stories stay with you long after you turn the last page. There is such an assortment of incidents that people have recorded that it is almost impossible to deny that there is a force at work that is much bigger than we can see. I would highly recommend this book for readers that are easily touched by the human spirit and all the oddities that happen which cannot be explained.",5.0,4.3770227,Autre
10.17553,6.588416,"When I first read the title of this book I thought I new I would never read it. I am not interested in reading anything concerning witches. But I was rong by judging this book by it's cover.It is set in the late sixteen hundreds when Quakers were judged as being witches.Kathrine (the mane character), is a sixteen year old girl who moves from her tropical island home after her Grandfather's death, to New England to live with her Aunt, Uncle and Cousins.One day after having an argument with her Uncle (who did not want her living with them)Kathrine runs to a field and cries. She then meets the mysterious woman everyone claims is a witch. It turns out that the elderly woman, Hannah, is truly a God fearing, loving, kind woman who's husband had died a few years back.Kit befriends Hannah and a little girl who's Mother thinks she is fulish and can't learn anything. Kathrine teaches the girl to read and write.When a deadly sickness comes and kills several children and a few adults the people blame Hannah, saying she has cursed the land, and, having heared that she had been asociating with Hannah, blames Kathrine as well and burns down Hannah's house. Kit then helps Hannah escape with her friend, Nat, on a boat. Kit is caught and stands trial.You must read the book to find out what happens to her.There is no witchcraft or anything of the sort. It is a fun, historical book with, I wouldn't call it romance but a neat friendship between Kathrine and her friend, Nat.So for those of you who,like me,were or are judging this book by it's cover, don't.Though the book is a posative read I still do not like the cover. If Amazon had such a thing for their reviews I would have given it 4&1/2 stars.",5.0,2.2652285,Autre
-0.34963453,9.109815,excellent copy of novel (received as described). Enwrapped with the loving care typically bestowed on school waifs during winter recess. nothing dog-eared exceptthe recipient. Received with dispatch. Tendered with bibliophillic relish. nice job all around.,5.0,4.333026,Fiction
7.052958,7.287126,"I have always enjoyed Terry Brook's works, beginning with Magic Kingdon for Sale, through all of the Shannara books. However, and this may seeming to be nit-picking when accepting premises upon which fantasy novels depend, the use of science in the mechanism of the airships stood out as inconsistent, especially when those sophisticated machines had only arrows and spears and rocks to defend themselves. The book seems to be leading to a discovery of science, which no longer exists, in a world of magic, but the existence of science in the mechanism of the airships just throws the entire story line into confusion.",3.0,2.7020202,Fiction
14.451005,6.6759615,This book is a total waste of money for someone who has read Ask And It Is Given. This book is a total rewrite and contains nothing new.,1.0,1.2965696,Autre
9.664577,7.3695707,"I have taken and passed the 2k server exam, no thanks to exam cram though. There were errors in this book. I would contribute the most fault in this book to the lack of difficulty compared to the actual exam. The exam integrates what used to be separate exams into this one. Coverage on both the exam prep and exam cram lack any real substance. Most of the labs are weak. Coverage on terminal services, installations and upgrades and remote access are virtually non existant in these books, but are covered heavily in the exam. Beware of relying on these books for any exam preparation. They are, however, a good introduction to the subjects presented in other good books which is why I give it 2 stars.",2.0,2.2540658,Autre
14.468191,6.9359236,"The author fills up a great deal of space with musings about her own family and her own life. She makes huge, inaccurate assumptions about all redheads based upon herself, none of which apply to me, also a natural redhead. The author has a decidedly Christian perspective, which, as a Jewish redhead, I found distasteful. I thought this book would reveal some fascinating information about red hair, but it was sorely disappointing. A waste of time, really.",1.0,1.5888036,History
13.328449,6.806828,"I got the SOED as a gift. It ran fine as a stand alone program. When I tried to install it to work as a macro within WordPerfect 7.0 it was not compatible. I sent an e-mail to the Oxford English Dictionary and they offered to &quot;post&quot; a diskette patch to me. Gee, why wasn't it included? I'd rather use the books instead of having to constantly cut out of WordPerfect 7.0.",1.0,1.4955486,Autre
-0.074086264,6.920902,"but wait ! she has none...If you think this book helped you, good for you.Like most baby books, it may or may not apply to 15% of the population, in my opinion it would apply to much a lower number.And like in any advice book, don't take it too seriously, see if it works for you and your baby, don't go religious with it.Every suggestion in this book is drawn from the life of a primitive tribe, and unless you live in similar environment, this is where the fantasy ends end reality breaks in.Carrying your child on you all the time can result in an over clingy child.Letting a child go his marry way around knives (just like the tribe-folk do) will more likely to result in a catastrophe than anything else.take that book with a grain of salt, it sounds good in theory and might work in a jungle.",1.0,2.9571612,Autre
-1.7879617,8.809637,"This is the tragedy of the whaleship Essex. The same tragedy that inspired Herman Melville's very famous novel, Moby Dick. Philbrick's In the Heart of the Sea situates the tale of the Essex in the history of Nantucket during the 1800s. Philbrick draws on the journals and personal testimonies of the survivors, local newspapers, etc. to recreate an event that had an enormous impact on American history and especially Nantucket history.The Essex set sail in 1819 to hunt sperm whales, which were the most oil rich whales in the ocean. The sperm whale gets its name from the stores of clear oil located in its head, which turns cloudy white when exposed to air; this oil burned clearer and brighter than any other whale oil and was in high demand. These whales could provide hundreds of gallons of oil, and one successful whaling expedition could make captains and investors incredibly wealthy.About 3,000 miles off the coast of South America the Essex is attacked and sunk by a vengeful sperm whale that looks to be about 80+ feet in length (double the size of the average male). In three small whale boats, the 20-man crew embarks on a legendary adventure. For 93 days they are stranded facing starvation, dehydration, and mental deterioration.The unspeakable things that happened during those 93 days are revealed through Philbrick's assessment of the history and the literature. He unveils not only the circumstances that would lead men to cannibalism, but also the circumstances that would lead men to temporarily abandon their morals and political and religious affiliations. For example, in the face of starvation they sacrifice a black sailor. This sailor is the first person to be killed for food; despite their abolitionist roots, the Nantucketers opt to save their fellow white sailors.Philbrick also focuses on the families of the sailors who stay behind on Nantucket as their husbands, brothers, fathers, and sons embark on two-year expeditions. Wives see their husbands for a few months at a time only to be left for years on end. Children grow to ages two and three before they even meet their fathers.Overall the book is a fascinating history of the lives of whalers, their families, and their native Nantucket. The history about the island has me itching to visit! My only complaint is that the book is a little dry and the numerous quotes and embedded quotes make for slow going. I've read two books while reading this one!P.S. I've never seen the word ""sperm"" so man times in my life.",3.0,3.9833875,History
-2.7841134,8.893489,This is a real eyeopener because it really explains why we are like we are. Very thought provoking but so easy to understand and put into practice. Thanks for recommending it - I only got it in the first place because it was cheap but I am so happy that I did - it has been very enlightening. Thanks.,3.0,4.7219014,Autre
7.7463326,6.9175615,"Beware of the ""Autism Spectrum""! Does your child like math, puzzles, and building things? Does your child like to be alone sometimes? Guess what! He/she is not necessarily autistic just because some might want to label it so. This book is a healthy antidote to the idea that everyone should develop exactly the same way, and that anyone who doesn't has a problem.I fit the profile of this book completely. I have many scientists and musicians as relatives, didn't start talking until I was 2 and a half. At that time, my family doctor told my parents that I was profoundly retarded. Nowadays, I would have been labeled as autistic (especially since I actually liked to play alone once in awhile). I grew up to be just fine (a scientist with a pilot's license...I fit the bill completely). My son also didn't start talking until he was 2 and a half. However, he was affectionate, didn't have physical signs of real autism (like hand flapping or ritualistic actions), and did seem to understand a lot more than he was saying. A year later, he is talking just fine, and loves playing with daddy.As Sowell himself points out, if your child isn't talking by age 3, there might be something. Maybe there is a hearing problem. Maybe it really is autism. It's worth getting checked out. However, take anything anyone tells you with a grain of salt.",5.0,2.9201872,Autre
14.377269,7.1919007,This science fiction novel seemed to lack the credibility of many other sci-fi books around now. Huxley's incredibly boring and unrelatable characters gave me the urge to yell &quot;STOP WHINGING!&quot;,1.0,1.200516,Fiction
-1.9810404,7.887966,"Louisa May Alcott wrote many books, but ""Little Women"" retains a special place in the heart of American literature. Her warmly realistic stories, sense of comedy and tragedy, and insights into human nature make the romance, humor and sweet stories of ""Little Women"" come alive.The four March girls -- practical Meg, rambunctious Jo, sweet Beth and childish artist Amy -- live in genteel poverty with their mother Marmee; their father is away in the Civil War. Despite having little money, the girls keep their spirits up with writing, gardening, homemade plays, and the occasional romp with wealthier pals. Their pal, ""poor little rich boy"" Laurie, joins in and becomes their adoptive brother, as the girls deal with Meg's first romance, Beth's life-threatening illness, and fears for their father's safety.The second half of the book opens with Meg's wedding (if not to the man of her dreams, then to the man she loves). Things rapidly go awry after the wedding, when Laurie admits his true feelings to Jo -- only to be rejected. Distraught, he leaves; Amy also leaves on a trip to Europe with a picky old relative. Despite the deterioration of Beth's health, Jo makes her way into a job as a governess, seeking to put her treasured writing into print -- and finds her destiny as well.There's a clearly autobiographical tone to ""Little Women."" Not surprising -- the March girls really are like the girls next door. Alcott wrote them with flaws and strengths, and their misadventures -- like Amy's embarrassing problem with her huge lobster -- have the feeling of authenticity. How much of it is real? A passage late in the book portrays Alcott -- in the form of Jo -- ""scribbling"" down the book itself, and getting it published because it feels so real and true.Sure, usually classics are hard to read. But ""Little Women"" is mainly daunting because of its length; the actual stories flow nicely and smoothly. Don't think it's just a book for teenage girls, either -- adults and boys can appreciate it as well. There's something for everyone: drama, romance, humor, sad and happy endings alike.Alcott's writing itself is nicely detailed. While certain items are no longer in common use (what IS a charabanc anyway?), Alcott's stories themselves seem very fresh and could easily be seen in a modern home. And as nauseating as ""heartwarming"" stories sometimes are, these definitely qualify. Sometimes, especially in the beginning, Alcott is a bit too preachy and hamhanded. But her touch becomes defter as she writes on.Jo is the quintessential tomboy, and the best character in the book: rough, gawky, fun-loving, impulsive, with a love of literature and a mouth that is slightly too big. Meg's love of luxury adds a flaw to the ""perfect little homemaker"" image, and Beth just avoids being shown as too saintly. Amy is an annoying little brat throughout much of the first half of the book, but by her teens she's almost as good as Jo.""Little Women"" is one of those rare classic novels that is still relevant, funny, fresh and heartbreaking today. Louisa May Alcott's best-known novel is a magnificent achievement.",5.0,4.151927,Juvenile Fiction
-0.0166796,8.902478,"I enjoyed this book alot. It was a good plot. I loved the characters George and Lenny, They were very expressive about what they needed to do and say. John Stienbeck did a great job writing this book.",3.0,4.0170393,Fiction
-2.799778,7.967985,"I became aware of this author when I read her obituary recently. As a very big fan of early Hollywood I thought it would be a fun read, and it was.",4.0,4.3748226,Biography & Autobiography
10.110327,7.8434443,"I am an undergraduate reading this text for my ""Drugs and Behavior"" course. I don't usually write reviews, but this particular text struck a chord in me.At some points the text does a good job of giving a basic overview of the effects of drugs on the body, but the perspective throughout is skewed: The historiography of drugs that he constructs is decidedly biased, while the physiological and psychological effects of the drugs listed are selective.Take the section on MDMA, for instance,""The physical health concerns with respect to Ecstasy center on its short-term and long-term toxicity. Acute effects [are] severe hypothermia...dehydration...and long term cognitive impairments and emotional difficulties. Heavy and prolonged Ecstasy use can produce confusion, anxiety, sleep problems, reductions in impulse control, and declines in memory and attention""Mysteriously absent are the well-documented subjective effects on the mind of euphoria, DECREASED anxiety, increased sense of well-being and empathy. Actually, to the author's credit he did mention something about MDMA being explored in the 1980s as a therapeutic drug but concluded by saying that:""Eventually, after several years of hesitations and reversals, the Drug Enforcement Administration put MDMA permanently on the Schedule I list of controlled substances, indicating that there is no accepted medical application for the drug""And then he simply ends it there mentioning nothing further of the debate or putting one of those ""Drugs...in focus"" background/anecdotal boxes on the proceeding page that he is so fond of. That section is just one example representing a theme of the whole story not being presented about many drugs and multiple views on established scientific debates about the effects of drugs being absent. Thus, I have been left with a feeling that it is not a particularly academic book, which is confusing because it seems to be marketed toward undergraduate courses.Other sections were simply bizarre, like ""hexing drugs and witchcraft"" [referencing the anticholiergic hallucinogenic drug ""atropine"" derived from the Atropa belladonna plant): ""Witches were reputed to have prepared these mixtures as ointments and rubbed them on their bodies and on broomsticks, which they straddled. The chemicals would have been easily absorbed through the skin and the membranes of the vagina. The Halloween image of a witch flying on a broomstick has been with us ever since"". Reputed by whom? No source listed. I have been left to conclude that the author simply made it up.The general tone of the text to me seemed to convey the message that ""this is the way drugs are and this is the way they function on your body, and they are generally a scourge upon society"" While, I have often found myself wishing it was more: ""Actually, drugs and their history of interaction with the human race is extremely complex, and for as much as we have learned about them so far, there is still much to learn and as a result there is still a lot of scientific and political debate about their form and function"" Anyway, those are just my two cents.",2.0,2.5381536,Inconnu
11.552379,8.030383,"First of all, the protagonist is an immature, whiny and boring woman with a bit of a mean-spirited nature. She spends her days worrying about being accepted by women she despises; trying to get on their elite committees and whatnot. The author never says the woman's age (or her children's ages), saying instead that she is ""pre-menopausal"", yet she has adult sons, one of whom is a doctor, so she has to be approaching 50, which isn't really pre-menopausal. At the story's opening, it is established that her husband Charles has run off with a younger woman and already has a family with her, whch means she should be over it by now but no, she hates him and trained her pet bird, Harry, so say things like ""Charles is a horse's ass"", or something to that effect, every time she walks in the door. (Rolls eyes). If so, you would expect her to be more grown-up and to care less about being part of a clique of people she doesn't like. Her BFF is one of her renters, a ""confirmed bachelor"" who calls her ""petal"" and drops everything at a moment's notice to tend to her needs. Honestly, I found myself not caring about any of the characters, not even her other tenant Liz, a young blonde woman whose characterization, like all of them, needed to be filled in more. To me, none of them seemed real...just two-dimensional and sketched out, as it were. Her love interest is named Harrison Ford. Really? Come on. There is one scene where she has an altercation with her arch-nemesis, Agnes, that is just ridiculous and far-fetched. I was all ""oh goddd"". ""The Land of Mango Sunsets"" is Sullivan's Island, S.C. where she spent her childhod and where her mother still lives. She visits here to recharge her batteries. The author barely describes this place. You would think she would spend a lot of time describing the terrain, weather, town, architecture, etc. since the book is named after it and its famous mango-hued sunsets. I Google mapped it and it is really a pretty place. I have to think the author just was too lazy or rushed to flesh out these things. OK, her parrot, Harry, did provide some amusing moments, but not enough to make me want to recommend this book, which I had to read for a book club and wish I hadn't had to pay for such a crummy book. I hated it so hard I gave it to one of the other women in my book club. Don't waste your money, seriously.",2.0,1.7684677,Fiction
7.7725616,6.6502404,"This book isn't a reference in the way you would think, but it is good at showing you real world examples of how you'll end up using VBScript. If they really only wanted a reference book they would have just published the pages from Appendix A, which is the part of the book I end up referring to most, but not having an index makes it difficult. Overall, a good reference - not on the language itself, but on its implementation and uses.",4.0,2.9195893,Computers
12.88675,7.2136064,"I didn't like this book. Unlike Summer Light & Dream Country, I could not get involved with the characters and I finally just put the book down. I was surprised as I love all of her other books.I highly recommend all of her other work. This one, I just didn't like.",1.0,1.6434844,Fiction
4.2380548,7.3308873,"The editorial above pretty much sums up this book, &quot;Learning Java ...does a competent job of introducing the language to beginners.&quot; I've been programming for 4 years using C/C++ and Perl and I have bought O'Reilly books in the past (for you Perl newbies, check out O'Reilly's &quot;Learning Perl&quot;). I usually feel I can't go wrong with O'Reilly so I picked up &quot;Learning Java&quot; without a second thought.So far I've read half of &quot;Learning Java&quot; and while there are moments the book shines, there are many more where it doesn't. It's not a bad book, but I'm hoping there's a better one out there.",3.0,3.4387393,Inconnu
13.355724,6.6457524,"I feel compelled to weigh in on this one since it was such a runaway best-seller during the summer of 2001. David McCullough (of Truman fame) is one of our favorite authors, and it pains us to see him on autopilot like this. A biography should be more than a convenient arrangement of the subject's personal correspondence. Yet McCullough relies almost entirely on President Adams (quite voluminous) diaries and letters to his wife. The only supporting material seems to left over from a book on Jefferson McCullough abandoned. Read this if you want to know what being John Adams was like. Don't read it if you have any interest in gaining insight into how his life fit into the great drama of the founding of America.",2.0,1.4087542,Biography & Autobiography
-1.5273939,9.082266,"Excellent reading material for middle school students. Humorous but also touching. Favorite character was Bob Cratchit. Good job, Charles Dickens.",4.0,4.670075,Autre
5.455212,7.2064047,"The premise and plot of The Pearl is excellent. The struggle of man against money and other man is a hard one, and this book brings it all out. However, the dialogue is very dry, and there's hardly any of it. The book is enjoyable in some parts, but only some, and you find yourself reading to finish it, not reading to actually enjoy the book. I have to give John Steinbeck some credit for expressing the thoughts and feelings of the characters through the music of Kino, but, bottom line, be glad its only ninety pages.",2.0,3.0968556,Fiction
2.0668085,8.224726,"I am pleased with the book. Machen provides excercises which are incredibly helpful in learning Greek. Each lesson is broken up effectively making it easy to follow. However, I found it necessary to receive instruction from a teacher along with each lesson.",4.0,4.1485834,Religion
-3.2834752,8.773558,This was such a fun book! The illustrations (by Ivan Bates) are adorable and the text is very ryhthmic and lilting - you can't help but sing it. It's an adorable must have for ANY collection!,5.0,5.0118356,Juvenile Fiction
0.11291645,8.517061,"This reprint of Darcy Lever's 1819 second edition is a true treasure. For those interested in naval history and square-rigged ships, this book is an absolute necessity. His coverage of masts, rigging and seamanship seems comprehensive, and each subject is matched with an elaborate and detailed engraving. Though originally written in 1808, Lever's descriptions of masts, rigging and seamanship are still understandable and enlightening, even to nautical novices like me. Its also fascinating to know that this is the actual book that young sea officers were reading to prepare themselves to face Napoleon's fleet.It can be frustrating for novices to make sense of the many nautical terms, but thats the task of anyone new to sailing, and square rigged ships in particular. Even so, if you start from the beginning, Lever does patiently explain most of the important terms and concepts, giving you a better overall understanding than if you simply turned to the page with the mast/sail you're interested in and started reading. This is a far sight better than many other books, which presume that you have a complete understanding of all terms and dont provide any explanations. Some may find his language a bit archaic, but I found it to be understandable (in fact, surprisingly so, given that Lever wrote this almost 200 years ago!).The Verdict: Armchair sailor. History buff. Shipbuilder. Historical ship modeler. If any or all of these fit your description, you must have this book on your bookshelf, and its spine should be cracked and tired from constant reading. (Thankfully, Dover books is the publisher and they do an excellent job when it comes to book production and bookbinding).",5.0,4.301667,Inconnu
10.57023,7.4180107,"Jane Austen's Guide to Dating is another one of those- another one of those dating self-help books, that is. Its author tries to take early 19th- century courtship habits and apply them to dating in the 21st century. Henderson takes examples from Jane Austen's novels in order to get back at the ""root"" of dating and to show her reader what we are and aren't doinbg wrong in relationships. Among the plethora of dating books that are on the market these days, this one can easily be left out of the mix without anyone noticing its absence.While some of her advice is well-founded (and something that most people would be able to figure or on their own)- much of it is contradictory. For example, in chaper 1, Henderson tells us that women must make our interest in a man clear- but in chapter 2 she tells us that we must not put our interest on display. What bothered me the most was the fact that Henderson, a British expatriot living in the United States, tells us essentially that we should sit back and make the men do all the work in dating. Maybe it just me, but American women are a lot more forward than that.What I found ridiculous was the fact that the author actually expects women (and their partners) to conform to ""types"" -ie, our dating/ courtship styles are supposed to match that of a Jane Austen character. I fell into that trap and found myself taking the test on page 247 (""Which Jane Austen Character Are You?"")However, I chose to give this book three stars if only for the fact that the author writes in a very entertaining style... and, of course, Jane Austen's novels are the over-arching subject of the book.",3.0,2.133839,Autre
11.34776,7.1118784,"This book is a conglomerate of information that can be found elsewhere throughout Cisco literature. 40% of the material is directly lifted from CCO, another 40% is from the CIPT courseware (which the author wrote as well), and 20% is extra filler. The material itself is not bad, but its terribly disjointed due to the way it was put together. You'll often find the author using technical telephony terms that are described much later on in the book, or sometimes not at all.This book is not tasked based, and that is my biggest gripe. If you are new to this product and need a general deployment guide, then do not look here (i.e. the steps to take when trunking to a PBX, or rules of thumb in designing dialing plans...). Don't look to ""IP Telephony Fundamentals"" either (its the other Cisco Press book), because that's more of a desk reference than anything, and it's practically all theory.In defense of the author's posts however, this book will help you pass the latest test if that's what you're looking for. I do not recommend anybody buy this book unless they've already taken the CIPT class or have a good base knowledge of the product. This book is not good for traditional data engineers looking to ramp up on IP Telephony technology without taking the class.Unfortunately there aren't any good general deployment books published for the Call Manager yet. Somebody at Cisco should try to fix this, because there are far too many botched installations and it's making the product look bad. ...",3.0,1.8213484,Inconnu
13.269775,8.301389,"As a big fan of the WOT, I have watched the series slowly fade from the exciting, adventurous, and well written books(1 thru 5), to the &quot;see Jane run&quot; books(7 thru 8). Although better than the last book, Robert Jordan once again comes up a little short in advancing the plot line of his series with meaningful content. I felt this book had too much filler and not enough meat to account for over 2 years of writing. I don't mind the wait so long as it appears an effort was made to satisfy his loyal fans. Aside from the final chapter, which completes one of the major plot lines, this book....If you feel like I left you hanging, get used to it, Jordan has a knack for doing the same.",3.0,1.8549254,Fiction
12.901014,6.8774123,"I was a juniow in high school, and I had to read this for my summer work. I like reading books, so since I've never heard of the book before, I was in anticipation to see what's it all about.The story started out plainly in a good written style. The imagery towards the sea, and all the symbols that include the parrot, the sea, the piano, and Adele, were very smart and intellectual.But as I kept reading, I was horrifid at what Chopin is trying to say in this book.( I am not a chauvinist or anything, and I do believe in a person having it's total freedom in deciding, and doing whatever he/she wants.) Edna decides to leave her husband, and all society, for her whims.At one point, Chopin describes Edna like an animal, and that is exactly what Edna is. She doesn't care for her children, her friends, anybody around her, but for 2 guys that are totally shallow and dumb. Suddenly, in chapter 23, Edna is sounding like a whore. Looking at guys, and ignoring her kids and husband.This may sound harsh, but I agree with those critics that condemned the novel. Society gets worse if people read this book.(not just women). If we need to become animals, to find ourselves then you go ahead.And one more thing. this book could have had a better lead character. edna can't make her mind,and instead gives up on her &quot;war&quot;. (Although people say it's a victory.It's not bad, for its literary symbols, but don't take this book any more seriously than you have to.",2.0,1.6473223,Inconnu
11.088996,7.3545513,"This book apparently came with a kit. I bought it as a used book. There simply is not much information in the book, and the book tells you to use stencils. I found that I'd rather mix my own henna and make designs mostly freehand. I haven't tried the cone method in the book, although there are some tips for using them. I have just used bottles with tips. There are a couple of designs in this book that I may try, so it is worth what I paid for it as a used book. As far as the kit, I cannot comment on that.",2.0,2.5140898,Autre
